index,url,type,purpose,area,bedroom,bath,added,price,initial_amount,monthly_installment,remaining_installments,location,location_city,location_province,country
0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_lift_pool_and_home_thatar_fully_loded_house-49347252-339-1.html,House,For Sale,1 Kanal,7,6,4 days ago,"PKR
19 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
1,https://www.zameen.com/Property/g_15_g-15_1_investors_should_sale_this_house_located_ideally_in_g-15-52031359-3348-1.html,House,For Sale,14.2 Marla,6,6,4 days ago,"PKR
6 Crore",,,,G-15, Islamabad, Islamabad Capital,Pakistan
2,https://www.zameen.com/Property/islamabad_g-16_beautiful_1_kanal_house_in_g16_luxury_bangalore-52020094-580-1.html,House,For Sale,1 Kanal,8,7,4 days ago,"PKR
7 Crore",,,,G-16, Islamabad, Islamabad Capital,Pakistan
3,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_8_marla_brand_new_house_available_for_sale_in_b-17_islamabad_24_7_boring_water_electric_meter_available_near_market_masjid_school_park-52031697-3115-1.html,House,For Sale,8 Marla,4,6,4 days ago,"PKR
2.65 Crore",,,,B-17, Islamabad, Islamabad Capital,Pakistan
4,https://www.zameen.com/Property/islamabad_islamabad_-_murree_expressway_tulip_apartment_islamabad_one_bedroom_flat_for_sale_ready_for_possession-51605685-342-1.html,Flat,For Sale,2.4 Marla,1,1,4 days ago,"PKR
40 Lakh","PKR
4 Lakh","PKR
3 Lakh",12 Months,Islamabad - Murree Expressway, Islamabad, Islamabad Capital,Pakistan
5,https://www.zameen.com/Property/islamabad_mumtaz_city_town_square_1_bedroom_luxury_apartments_for_sale_in_islamabad-50070411-3464-1.html,Flat,For Sale,2.3 Marla,1,1,4 days ago,"PKR
72 Lakh","PKR
21.6 Lakh","PKR
1.2 Lakh",36 Months,Mumtaz City, Islamabad, Islamabad Capital,Pakistan
6,https://www.zameen.com/Property/pir_sohawa_pir_sohawa_road_property_for_sale_pir_sohawa_road_margalla_hills_near_islamabad-51763741-12470-1.html,House,For Sale,5.3 Marla,1,2,3 days ago,"PKR
70 Lakh",,,,Pir Sohawa, Islamabad, Islamabad Capital,Pakistan
7,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_sollar_power_modern_design_double_unit_corner_house_at_sale_in_dha_2_islamabad-51893484-339-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
11.7 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
8,https://www.zameen.com/Property/islamabad_g-13_gass_meter_installed_investor_price_30x60_luxury_house_for_sale_in_g-13_islamabad-52025846-330-1.html,House,For Sale,7 Marla,4,4,4 days ago,"PKR
5.8 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
9,https://www.zameen.com/Property/g_15_g-15_1_centrally_located_house_in_g-15_1_is_available_for_sale-52031357-3348-1.html,House,For Sale,14.2 Marla,6,6,4 days ago,"PKR
6 Crore",,,,G-15, Islamabad, Islamabad Capital,Pakistan
10,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-46787705-3199-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
10.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
11,https://www.zameen.com/Property/islamabad_f-10_555_sq_yards_single_storey_house_available_for_sale-52031583-162-1.html,House,For Sale,1.1 Kanal,3,4,4 days ago,"PKR
18 Crore",,,,F-10, Islamabad, Islamabad Capital,Pakistan
12,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_beautiful_brand_new_luxury_house_owner_built_house-51242052-339-1.html,House,For Sale,1 Kanal,6,6,1 day ago,"PKR
11.7 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
13,https://www.zameen.com/Property/kashmir_highway_eighteen_2_bed_with_servant-51419819-12602-1.html,Flat,For Sale,5.2 Marla,2,3,4 days ago,"PKR
3.4 Crore",,,,Kashmir Highway, Islamabad, Islamabad Capital,Pakistan
14,https://www.zameen.com/Property/islamabad_chak_shahzad_farm_house_for_sale-51137477-158-1.html,Farm House,For Sale,24 Kanal,4,4,4 days ago,"PKR
42 Crore",,,,Chak Shahzad, Islamabad, Islamabad Capital,Pakistan
15,https://www.zameen.com/Property/g_15_g-15_1_1800_square_feet_house_for_sale_in_the_perfect_location_of_g-15_1-52031361-3348-1.html,House,For Sale,8 Marla,5,5,4 days ago,"PKR
3.7 Crore",,,,G-15, Islamabad, Islamabad Capital,Pakistan
16,https://www.zameen.com/Property/islamabad_b-17_5_marla_house_available_for_sale_in_multi_garden_b-17_islamabad_24_7_boring_water_electric_meter-52020713-616-1.html,House,For Sale,5 Marla,3,4,4 days ago,"PKR
1.65 Crore",,,,B-17, Islamabad, Islamabad Capital,Pakistan
17,https://www.zameen.com/Property/b_17_faisal_margalla_city_8_marla_villa_for_sale_on_2_year_installment_plan_faisal_margalla_city_fmc_a_block-52031490-13424-1.html,House,For Sale,8 Marla,4,4,4 days ago,"PKR
3 Crore","PKR
90 Lakh","PKR
8.75 Lakh",24 Months,B-17, Islamabad, Islamabad Capital,Pakistan
18,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_house_for_sale_is_readily_available_in_prime_location_of_dha_defence_phase_2-50693484-339-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
14 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
19,https://www.zameen.com/Property/islamabad_b-17_10_marla_luxury_house_for_sale_b-17_islamabad-51950018-616-1.html,House,For Sale,10 Marla,5,6,2 days ago,"PKR
4.5 Crore",,,,B-17, Islamabad, Islamabad Capital,Pakistan
20,https://www.zameen.com/Property/islamabad_g-11_g-11_3bed_apartment_for_sale_on_investor_price-52027630-168-1.html,Flat,For Sale,9.8 Marla,3,3,4 days ago,"PKR
2.7 Crore",,,,G-11, Islamabad, Islamabad Capital,Pakistan
21,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_lavish_new_furnished_house_sector_c_dha_02_islamabad_for_sale-49975569-3198-1.html,House,For Sale,1 Kanal,6,6,5 days ago,"PKR
11.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
22,https://www.zameen.com/Property/islamabad_e-11_e-11_npf_kanal_house_investor_rate_islamabad-52030957-329-1.html,House,For Sale,1 Kanal,7,7,4 days ago,"PKR
11.5 Crore",,,,E-11, Islamabad, Islamabad Capital,Pakistan
23,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_h_stunning_modern_masterpiece_of_28_marla_in_dha_2_islamabad-51042439-11869-1.html,House,For Sale,1.4 Kanal,5,5,4 days ago,"PKR
16.75 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
24,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_brand_new_beautiful_luxurious_house_prime_location_of_dha_2-49646593-339-1.html,House,For Sale,1 Kanal,6,6,1 day ago,"PKR
11.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
25,https://www.zameen.com/Property/i_8_i-8_3_double_storey_house_is_available_for_sale_in_i-8_3-50982392-3443-1.html,House,For Sale,14.2 Marla,6,6,4 days ago,"PKR
10.5 Crore",,,,I-8, Islamabad, Islamabad Capital,Pakistan
26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_2_kanal_luxurious_house_with_2_side_approach_at_height_location-51518228-10991-1.html,House,For Sale,2 Kanal,6,7,1 day ago,"PKR
16.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
27,https://www.zameen.com/Property/islamabad_f-11_luxury_2_bed_apartment_for_sell_in_sugrah_tower_f-11-50556784-163-1.html,Flat,For Sale,6.4 Marla,2,2,5 days ago,"PKR
2.55 Crore",,,,F-11, Islamabad, Islamabad Capital,Pakistan
28,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_a_lavish_well_designed_house_for_sale_in_dha-2-51962825-339-1.html,House,For Sale,1 Kanal,5,7,4 days ago,"PKR
11.75 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
29,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_c_fully_furnished_beautiful_designer_luxury_house_for_sale-49525153-3191-1.html,House,For Sale,1 Kanal,5,5,13 hours ago,"PKR
26 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
30,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_brand_new_house_available_for_sale_in_multi_garden_b-17_islamabad_boring_water_electric_meter_available_near_market_masjid_school_park_everything_available_on_walking_distance_x-52014718-12607-1.html,House,For Sale,10 Marla,5,6,4 days ago,"PKR
4.15 Crore",,,,B-17, Islamabad, Islamabad Capital,Pakistan
31,https://www.zameen.com/Property/g_15_g-15_1_1800_square_feet_house_for_sale_available_in_g-15-52031363-3348-1.html,House,For Sale,8 Marla,5,5,4 days ago,"PKR
4.3 Crore",,,,G-15, Islamabad, Islamabad Capital,Pakistan
32,https://www.zameen.com/Property/f_6_f-6_1_f-6_1_house_sized_444_square_yards-52003207-3299-1.html,House,For Sale,17.8 Marla,5,-,7 hours ago,"PKR
24 Crore",,,,F-6, Islamabad, Islamabad Capital,Pakistan
33,https://www.zameen.com/Property/islamabad_bani_gala_1_kanal_beautiful_spanish_design_house-51937736-340-1.html,House,For Sale,1 Kanal,4,5,5 days ago,"PKR
6.7 Crore",,,,Bani Gala, Islamabad, Islamabad Capital,Pakistan
34,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_house_for_sale_sector_n_4_bedroom_with_attach_bath_extreme_top_location_reasonable_price_bahria_enclave_islamabad-52031084-11975-1.html,House,For Sale,8 Marla,4,5,4 days ago,"PKR
2.95 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
35,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_b_23_marla_owner_built_beautiful_house-50979045-3190-1.html,House,For Sale,1.2 Kanal,6,6,1 day ago,"PKR
8 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
36,https://www.zameen.com/Property/islamabad_soan_garden_brand_new_designer_house_available_for_sale_in_soan_garden-52031311-338-1.html,House,For Sale,17.2 Marla,6,6,4 days ago,"PKR
6.5 Crore",,,,Soan Garden, Islamabad, Islamabad Capital,Pakistan
37,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxury_one_kanal_brand_new_house-51427423-339-1.html,House,For Sale,1 Kanal,5,6,4 days ago,"PKR
14.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
38,https://www.zameen.com/Property/kashmir_highway_eighteen_luxury_semi_furnished_ready_to_move_10_marla_villa_in_eighteen_available-45543637-12602-1.html,House,For Sale,10 Marla,4,5,2 hours ago,"PKR
5.9 Crore",,,,Kashmir Highway, Islamabad, Islamabad Capital,Pakistan
39,https://www.zameen.com/Property/g_13_g-13_3_10_marla_house_for_sale_in_g-13_3-52024464-3339-1.html,House,For Sale,10 Marla,9,6,5 days ago,"PKR
9 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
40,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_house_for_sale_in_sector_a_with_2_marla_extraland_reasoanble_price_beautiful_location_bahria_enclave_islamabad-52031132-11970-1.html,House,For Sale,12 Marla,5,6,4 days ago,"PKR
4.8 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
41,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_-_sector_f_35_marla_parkface_house_in_dha_1_sector_f-49332785-8226-1.html,House,For Sale,1.7 Kanal,5,5,1 day ago,"PKR
16 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
42,https://www.zameen.com/Property/islamabad_park_view_city_5_marla_brand_new_villas_flexible_installment_plan_in_parkview_city-51958997-10933-1.html,House,For Sale,5 Marla,4,5,4 days ago,"PKR
2.3 Crore",,,,Park View City, Islamabad, Islamabad Capital,Pakistan
43,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_triple_storey_corner_1_kanal_9_bed_house_in_dha_islamabad-51489878-339-1.html,House,For Sale,1 Kanal,9,7,11 hours ago,"PKR
14 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
44,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_3_bed_apartment_for_sale_in_diplomatic_enclave_islamabad-52024359-9063-1.html,Flat,For Sale,11.6 Marla,3,3,6 hours ago,"PKR
13.5 Crore",,,,Karakoram Diplomatic Enclave, Islamabad, Islamabad Capital,Pakistan
45,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_house_available_for_sale-51893005-1421-1.html,House,For Sale,7 Marla,4,5,5 days ago,"PKR
2.95 Crore",,,,FECHS, Islamabad, Islamabad Capital,Pakistan
46,https://www.zameen.com/Property/islamabad_i-14_8_marla_luxury_spacious_house_available_for_sale_in_cda_sector_i-14_islamabad-51707262-1045-1.html,House,For Sale,8 Marla,5,6,5 days ago,"PKR
4 Crore",,,,I-14, Islamabad, Islamabad Capital,Pakistan
47,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_h_1_kanal_south_face_designer_house_in_sec_h_near_mcdonalds_for_sale-51721152-3203-1.html,House,For Sale,1 Kanal,6,7,4 days ago,"PKR
12 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
48,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxury_living_one_kanal_newly_built_house_for_sale_in_dha_defence_phase_2-49690776-339-1.html,House,For Sale,1 Kanal,7,6,8 hours ago,"PKR
12.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
49,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_corner_1_kanal_brand_new_furnished_house_for_sale_in_dha_2_islamabad-51085665-339-1.html,House,For Sale,1 Kanal,5,-,4 days ago,"PKR
10.75 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
50,https://www.zameen.com/Property/g_13_g-13_2_g-13_2_brand_new_corner_house_200_sq_yard_price_7_crore_sun_face_house_for_sale-51945113-3338-1.html,House,For Sale,8 Marla,5,5,5 days ago,"PKR
7 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
51,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_single_storey_brand_new_house_for_sale-49533759-340-1.html,House,For Sale,5 Marla,2,3,4 days ago,"PKR
1.25 Crore",,,,Bani Gala, Islamabad, Islamabad Capital,Pakistan
52,https://www.zameen.com/Property/islamabad_g-13_7_marla_house_for_sale_in_g-13_islamabad-51806790-330-1.html,House,For Sale,7 Marla,4,5,4 days ago,"PKR
6 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
53,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_luxurious_house_for_sale_in_dha_defence_phase_ii_islamabad-51901806-339-1.html,House,For Sale,1 Kanal,6,6,1 day ago,"PKR
10.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
54,https://www.zameen.com/Property/islamabad_mumtaz_city_beautiful_brand_new_house-52031106-3464-1.html,House,For Sale,8 Marla,5,5,1 day ago,"PKR
3.15 Crore",,,,Mumtaz City, Islamabad, Islamabad Capital,Pakistan
55,https://www.zameen.com/Property/islamabad_top_city_1_flats_available_in_capital_front_top_city_on_easy_installment_plan-52001809-1383-1.html,Flat,For Sale,2.7 Marla,1,1,1 day ago,"PKR
50 Lakh","PKR
6 Lakh","PKR
1 Lakh",44 Months,Top City 1, Islamabad, Islamabad Capital,Pakistan
56,https://www.zameen.com/Property/e_11_e-11_3_find_your_ideal_house_in_islamabad_under_rs_85000000-51965204-3238-1.html,House,For Sale,10.9 Marla,7,7,5 days ago,"PKR
8 Crore",,,,E-11, Islamabad, Islamabad Capital,Pakistan
57,https://www.zameen.com/Property/bahria_town_bahria_enclave_bahria_enclave_islamabad_sector_a_cube_2_bed_apartment_for_sale_available-52000663-1705-1.html,Flat,For Sale,6.9 Marla,2,2,4 days ago,"PKR
1.5 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
58,https://www.zameen.com/Property/gulberg_gulberg_greens_two_bed_luxury_apartment_available_for_sale_in_gulberg_green_islamabad-52004971-8312-1.html,Flat,For Sale,6.2 Marla,2,2,1 day ago,"PKR
2 Crore",,,,Gulberg, Islamabad, Islamabad Capital,Pakistan
59,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_10_marla_brand_new_house_for_sale_top_city_1_designer_house_double_unit-51601627-9231-1.html,House,For Sale,10 Marla,5,6,4 days ago,"PKR
4.6 Crore",,,,Top City 1, Islamabad, Islamabad Capital,Pakistan
60,https://www.zameen.com/Property/gulberg_greens_gulberg_heights_studio_non_furnished_apartment_available_for_sale_in_gulberg_hights_gulberg_greens_islamabad-51918052-19298-1.html,Flat,For Sale,2.4 Marla,-,1,4 days ago,"PKR
68 Lakh",,,,Gulberg, Islamabad, Islamabad Capital,Pakistan
61,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_d_markaz_2_bed_apartment_available_for_sale_at_investor_rate_in_gulberg_d-markaz-52020583-14966-1.html,Flat,For Sale,5.7 Marla,2,2,6 days ago,"PKR
1.15 Crore",,,,Gulberg, Islamabad, Islamabad Capital,Pakistan
62,https://www.zameen.com/Property/islamabad_f-11_4_bedrooms_apartment_in_hamza_tower_f11-52021273-163-1.html,Flat,For Sale,12.4 Marla,4,3,6 days ago,"PKR
4 Crore",,,,F-11, Islamabad, Islamabad Capital,Pakistan
63,https://www.zameen.com/Property/bahria_town_bahria_enclave_bahria_enclave_sector_n_5_marla_house_for_sale_brand_new_house-51989638-1705-1.html,House,For Sale,5 Marla,3,4,5 hours ago,"PKR
2.45 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
64,https://www.zameen.com/Property/islamabad_karakoram_diplomatic_enclave_karakorum_3_bed_apartment_for_sale-51665632-9063-1.html,Flat,For Sale,14 Marla,3,4,4 days ago,"PKR
15 Crore",,,,Karakoram Diplomatic Enclave, Islamabad, Islamabad Capital,Pakistan
65,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_b_your_dream_home-52031023-3492-1.html,House,For Sale,1 Kanal,8,6,2 days ago,"PKR
7.25 Crore",,,,Soan Garden, Islamabad, Islamabad Capital,Pakistan
66,https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_park_face_grey_structure_available_for_sale_in_bahria_enclave_islamabad-51593330-1705-1.html,House,For Sale,5 Marla,3,3,2 days ago,"PKR
1.55 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
67,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_exquisite_1_kanal_house_with_basement_pool_in_prime_dha_phase_2_islamabad-51458284-339-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
14.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
68,https://www.zameen.com/Property/islamabad_margalla_valley_-_c-12_dreams_villa_for_sale_in_c12-51998269-8529-1.html,House,For Sale,2 Kanal,10,6,10 hours ago,"PKR
22 Crore",,,,Margalla Valley - C-12, Islamabad, Islamabad Capital,Pakistan
69,https://www.zameen.com/Property/d_12_d-12_1_brand_new_luxxary_house_available_for_sale-51977616-3154-1.html,House,For Sale,4 Marla,3,5,6 days ago,"PKR
4.25 Crore",,,,D-12, Islamabad, Islamabad Capital,Pakistan
70,https://www.zameen.com/Property/g_16_g-16_4_corner_brand_new_designer_house_for_sale-49232553-3355-1.html,House,For Sale,8 Marla,6,6,4 days ago,"PKR
3.8 Crore",,,,G-16, Islamabad, Islamabad Capital,Pakistan
71,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_most_fabulous_architectural_design_bungalow_for_sale_dha_ph_2-51973461-339-1.html,House,For Sale,1 Kanal,6,7,4 days ago,"PKR
9.9 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
72,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ultra-modern_1_kanal_house_for_sale_in_dha_phase_2_sector_a-51836988-339-1.html,House,For Sale,1 Kanal,6,-,4 days ago,"PKR
13 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
73,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_8_marla_brand_new_house_excellent_construction_quality_sunfacing_house_available_for_sale-51990820-11975-1.html,House,For Sale,8 Marla,5,6,1 week ago,"PKR
3.5 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
74,https://www.zameen.com/Property/islamabad_park_view_city_pre-launch_offer_unbeatable_prices_on_exclusive_apartments_in_park_view_city_islamabad_your_dream_home_awaits-52016557-10933-1.html,Flat,For Sale,5 Marla,2,2,1 week ago,"PKR
1.69 Crore",,,,Park View City, Islamabad, Islamabad Capital,Pakistan
75,https://www.zameen.com/Property/islamabad_g-13_g_13_1_brand_new_35_70_house_available-52014447-330-1.html,House,For Sale,10.9 Marla,6,6,1 day ago,"PKR
7.7 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
76,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5b_7_marla_brand_new_house_in_street_1_phase_5b_ghouri_town-51652401-16419-1.html,House,For Sale,7 Marla,6,7,4 days ago,"PKR
2.65 Crore",,,,Ghauri Town, Islamabad, Islamabad Capital,Pakistan
77,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_b_1_kanal_house_in_soan_garden_b_block_islamabad-51973429-3492-1.html,House,For Sale,1 Kanal,9,7,4 days ago,"PKR
7.25 Crore",,,,Soan Garden, Islamabad, Islamabad Capital,Pakistan
78,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_architecture_designer_1_kanal_bungalow_with_luxurious_environment_and_specious_space-51836852-339-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
10.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
79,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_only_furnished_apartment_having_all_amenities_up_4_sale_grab_the_deal_now-47865478-339-1.html,Flat,For Sale,4 Marla,2,2,4 days ago,"PKR
1.1 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
80,https://www.zameen.com/Property/islamabad_d-12_beautiful_location_brand_new_house_for_sale-51987731-160-1.html,House,For Sale,1 Kanal,5,6,1 week ago,"PKR
23 Crore",,,,D-12, Islamabad, Islamabad Capital,Pakistan
81,https://www.zameen.com/Property/islamabad_bani_gala_beautiful_italian_theme_full_designer_house_with_double_height_lobby_bridge_set_up-51149948-340-1.html,House,For Sale,12 Marla,6,6,22 hours ago,"PKR
4.85 Crore",,,,Bani Gala, Islamabad, Islamabad Capital,Pakistan
82,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_10_marla_brand_new_house_for_sale-48659717-11970-1.html,House,For Sale,10 Marla,5,6,4 days ago,"PKR
5.25 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
83,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_2250_square_feet_house_is_available_in_mpchs_-_multi_gardens-50895111-3115-1.html,House,For Sale,10 Marla,-,-,4 days ago,"PKR
5.25 Crore",,,,B-17, Islamabad, Islamabad Capital,Pakistan
84,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_brand_new_5_marla_corner_house_for_sale-49301910-8260-1.html,House,For Sale,5 Marla,5,5,13 hours ago,"PKR
2.6 Crore",,,,Faisal Town - F-18, Islamabad, Islamabad Capital,Pakistan
85,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_two_beds_non_furnished_flat-51456948-8260-1.html,Flat,For Sale,3.8 Marla,2,2,13 hours ago,"PKR
1.05 Crore",,,,Faisal Town - F-18, Islamabad, Islamabad Capital,Pakistan
86,https://www.zameen.com/Property/islamabad_e-7_luxurious_modern_brand_new_house_with_elevator_pool-49600656-343-1.html,House,For Sale,1.6 Kanal,7,7,1 week ago,"PKR
70 Crore",,,,E-7, Islamabad, Islamabad Capital,Pakistan
87,https://www.zameen.com/Property/bahria_town_bahria_enclave_beautiful_designer_5_marla_double_story_house_for_sale_in_bahria_enclave_islamabad-52011502-1705-1.html,House,For Sale,5 Marla,3,3,1 week ago,"PKR
2.1 Crore",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
88,https://www.zameen.com/Property/islamabad_g-13_40_80_brand_new_corner_house_for_sale-50119952-330-1.html,House,For Sale,14 Marla,6,6,4 days ago,"PKR
11 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
89,https://www.zameen.com/Property/gulberg_greens_karakoram_greens_a_flat_at_affordable_price_awaits_you-51441915-11832-1.html,Flat,For Sale,17.8 Marla,4,4,4 days ago,"PKR
7 Crore",,,,Gulberg, Islamabad, Islamabad Capital,Pakistan
90,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_designer_s_haven_a_5-bedroom_modern_oasis_where_straight_lines_meet_elegant_design_for_contemporary_living-51965666-339-1.html,House,For Sale,1 Kanal,5,6,1 day ago,"PKR
11.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
91,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_10_marla_brand_new_house-51456098-8260-1.html,House,For Sale,10 Marla,6,6,13 hours ago,"PKR
4.7 Crore",,,,Faisal Town - F-18, Islamabad, Islamabad Capital,Pakistan
92,https://www.zameen.com/Property/islamabad_f-7_vvip_location_very_hot_property_is_for_sale-51931267-165-1.html,House,For Sale,1.2 Kanal,5,6,1 week ago,"PKR
30.5 Crore",,,,F-7, Islamabad, Islamabad Capital,Pakistan
93,https://www.zameen.com/Property/f_6_f-6_3_f-6_3_top_location_old_house_size_1650_sq_yard-42801379-3301-1.html,House,For Sale,3.3 Kanal,8,6,1 week ago,"PKR
1.1 Arab",,,,F-6, Islamabad, Islamabad Capital,Pakistan
94,https://www.zameen.com/Property/islamabad_g-11_g-11_house_brand_new_30_60_70_feet_road_for_sale-51934920-168-1.html,House,For Sale,8 Marla,5,7,1 week ago,"PKR
8.25 Crore",,,,G-11, Islamabad, Islamabad Capital,Pakistan
95,https://www.zameen.com/Property/g_13_g-13_4_double_storey_basement_house_for_sale_in_g-13_4-49478988-3340-1.html,House,For Sale,4 Marla,4,3,1 day ago,"PKR
3.3 Crore",,,,G-13, Islamabad, Islamabad Capital,Pakistan
96,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_furnished_designer_beautiful_one_house_for_sale_at_outclass_location-45129695-339-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
11.5 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
97,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxurious_house_for_sale_in_dha_phase_2_islamabad-45114058-339-1.html,House,For Sale,1 Kanal,6,6,4 days ago,"PKR
14.25 Crore",,,,DHA Defence, Islamabad, Islamabad Capital,Pakistan
98,https://www.zameen.com/Property/faisal_town_f_18_faisal_town_phase_1_prime_location_house_of_8_marla_is_available_for_sale-52012762-16415-1.html,House,For Sale,8 Marla,6,6,1 week ago,"PKR
3.6 Crore",,,,Faisal Town - F-18, Islamabad, Islamabad Capital,Pakistan
99,https://www.zameen.com/Property/bahria_enclave_royal_gate_enclave_1_bed_apartment_-_royal_gate_enclave-51830503-22014-1.html,Flat,For Sale,2.8 Marla,1,-,13 hours ago,"PKR
93 Lakh",,,,Bahria Town, Islamabad, Islamabad Capital,Pakistan
