Location,rent_per_sqft
"Sehar Commercial Area, DHA Phase 7",133.33333333333334
"Divine Gardens, Lahore",155.55555555555554
"Airport Road, Lahore",122.22222222222224
"DHA Phase 8 - Block V, DHA Phase 8",125.92592592592592
"DHA Phase 2 - Block R, DHA Phase 2",240.0
"Penta Square By DHA Lahore, DHA Phase 5",
"Penta Square By DHA Lahore, DHA Phase 5",
"Military Accounts Housing Society, Lahore",
"Valencia Housing Society, Lahore",96.29629629629629
"PCSIR Staff Colony, Lahore",93.33333333333333
"Sabzazar Scheme, Lahore",88.88888888888889
"Sabzazar Scheme, Lahore",133.33333333333334
"NFC 1, Lahore",118.51851851851852
"Sabzazar Scheme, Lahore",88.88888888888889
"Sabzazar Scheme, Lahore",82.22222222222223
"Sabzazar Scheme, Lahore",80.0
"Model Town, Lahore",277.77777777777777
"Model Town, Lahore",259.25925925925924
"DHA Phase 5 - Block H, DHA Phase 5",133.33333333333334
"DHA Phase 3, DHA Defence",125.92592592592592
"DHA 9 Town, DHA Defence",
"Alfalah Town, Lahore",117.77777777777777
"DHA Phase 8, DHA Defence",150.0
"Creek Vista, DHA Phase 8",433.3333333333333
"Creek Vista, DHA Phase 8",416.6666666666667
"DHA Phase 4 - Block CC, DHA Phase 4",
"Defence Residency, DHA Defence Phase 2",
"Bukhari Commercial Area, DHA Phase 6",111.11111111111111
"Nawab Town, Lahore",103.70370370370371
"Alfalah Town, Lahore",117.77777777777777
"Punjab Coop Housing Society, Lahore",100.0
"Military Accounts Housing Society, Lahore",66.66666666666667
"Creek Vista, DHA Phase 8",366.6666666666667
"Sabzazar Scheme, Lahore",111.11111111111111
"Sabzazar Scheme, Lahore",84.44444444444444
"Sabzazar Scheme, Lahore",82.22222222222223
"Sabzazar Scheme, Lahore",80.0
"Sabzazar Scheme, Lahore",95.55555555555556
"Sabzazar Scheme, Lahore",77.77777777777777
"Ichhra, Lahore",
"Garden Town, Lahore",
"Ichhra, Lahore",
"Sabzazar Scheme, Lahore",122.22222222222223
"Sabzazar Scheme, Lahore",122.22222222222223
"Alfalah Town, Lahore",117.77777777777777
"Punjab Coop Housing Society, Lahore",100.0
"Military Accounts Housing Society, Lahore",66.66666666666667
"Creek Vista, DHA Phase 8",366.6666666666667
"Sabzazar Scheme, Lahore",111.11111111111111
"Sabzazar Scheme, Lahore",84.44444444444444
"Sabzazar Scheme, Lahore",82.22222222222223
"Sabzazar Scheme, Lahore",80.0
"Sabzazar Scheme, Lahore",95.55555555555556
"Sabzazar Scheme, Lahore",77.77777777777777
"Ichhra, Lahore",
"Garden Town, Lahore",
"Ichhra, Lahore",
"Sabzazar Scheme, Lahore",122.22222222222223
"Sabzazar Scheme, Lahore",122.22222222222223
"Sabzazar Scheme, Lahore",88.88888888888889
"Formanites Housing Scheme, Lahore",73.33333333333333
"Super Town, Lahore",133.33333333333334
"Cavalry Ground, Lahore",250.0
"Cavalry Ground, Lahore",388.8888888888889
"Cavalry Ground, Lahore",222.22222222222223
"DHA Phase 2 - Block V, DHA Phase 2",177.77777777777777
"Venus Housing Scheme, Lahore",95.55555555555556
"DHA Phase 6, DHA Defence",2777.777777777778
"Saroba Gardens Housing Society, Lahore",63.7037037037037
"Johar Town, Lahore",77.77777777777777
"Township, Lahore",66.66666666666667
"Cavalry Ground, Lahore",105.55555555555556
"UBL Housing Society, Lahore",111.11111111111111
"Punjab Small Industries Colony, Lahore",125.92592592592592
"West Wood Housing Society, Lahore",100.0
"Bahria Town - Nishtar Block, Bahria Town - Sector E",200.0
"Rustam Park, Lahore",100.0
"Bahria Town - Iqbal Block, Bahria Town - Sector E",188.88888888888889
"Askari Tower 1, DHA Defence Phase 2",118.51851851851852
"DHA Phase 3 - Block Z, DHA Phase 3",162.22222222222223
"Bahria Town - Nishtar Block, Bahria Town - Sector E",200.0
"Johar Town, Lahore",96.29629629629629
"DHA Phase 8, DHA Defence",296.2962962962963
"Paragon City, Lahore",118.51851851851852
"Paragon City, Lahore",121.48148148148148
"Paragon City, Lahore",133.33333333333334
"Paragon City, Lahore",155.55555555555554
"Paragon City, Lahore",144.44444444444446
"Paragon City, Lahore",186.66666666666666
"Paragon City, Lahore",204.44444444444443
"Paragon City, Lahore",100.0
"Paragon City, Lahore",128.88888888888889
"Paragon City, Lahore",88.88888888888889
"DHA 9 Town, DHA Defence",106.66666666666667
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",100.74074074074075
"DHA 9 Town, DHA Defence",99.25925925925925
"DHA Phase 6, DHA Defence",168.88888888888889
"DHA Phase 7 Extension, DHA Defence",88.88888888888889
"Lahore Canal Bank Society - Phase 1, Lahore Canal Bank Cooperative Housing Society",111.11111111111111
"Khayaban-e-Amin, Lahore",103.70370370370371
"Mohafiz Town, Lahore",133.33333333333334
"UBL Housing Society, Lahore",111.11111111111111
"Punjab Small Industries Colony, Lahore",125.92592592592592
"West Wood Housing Society, Lahore",100.0
"LDA Avenue, Lahore",77.77777777777777
"Valencia Housing Society, Lahore",88.88888888888889
"DHA 9 Town, DHA Defence",296.2962962962963
"DHA 9 Town, DHA Defence",118.51851851851852
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",100.74074074074075
"DHA 9 Town, DHA Defence",96.29629629629629
"West Wood Housing Society, Lahore",100.0
"LDA Avenue, Lahore",77.77777777777777
"Valencia Housing Society, Lahore",88.88888888888889
"DHA 9 Town, DHA Defence",296.2962962962963
"DHA 9 Town, DHA Defence",118.51851851851852
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",100.74074074074075
"DHA 9 Town, DHA Defence",96.29629629629629
"Allama Iqbal Town, Lahore",144.44444444444446
"Allama Iqbal Town, Lahore",122.22222222222223
"New Super Town, Lahore",100.0
"Iqbal Park, Lahore",103.70370370370371
"Gulberg, Lahore",355.55555555555554
"Nawab Town, Lahore",88.88888888888889
"Airline Housing Society, Lahore",155.55555555555554
"Nawab Town, Lahore",66.66666666666667
"Architects Engineers Housing Society, Lahore",103.70370370370371
"New Super Town, Lahore",103.70370370370371
"DHA Phase 6, DHA Defence",222.22222222222223
"Main Boulevard DHA Defence, DHA Defence",88.88888888888889
"New Super Town, Lahore",144.44444444444446
"Iqbal Park, Lahore",144.44444444444446
"DHA Phase 2 Extension, DHA Defence",100.0
"Gulberg 3 - Block A2, Gulberg 3",106.66666666666667
"Gulberg 3, Gulberg",155.55555555555554
"DHA Phase 4, DHA Defence",277.77777777777777
"Yaseenabad, Gulberg Town",44.44444444444444
"Valencia Housing Society, Lahore",127.4074074074074
"DHA Defence Phase 1, DHA Defence",148.14814814814815
"Johar Town, Lahore",63.7037037037037
"Allama Iqbal Town, Lahore",144.44444444444446
"Yaseenabad, Gulberg Town",44.44444444444444
"Valencia Housing Society, Lahore",127.4074074074074
"DHA Defence Phase 1, DHA Defence",148.14814814814815
"Johar Town, Lahore",63.7037037037037
"Allama Iqbal Town, Lahore",144.44444444444446
"Allama Iqbal Town, Lahore",122.22222222222223
"Nishat Commercial Area, DHA Phase 6",166.66666666666666
"Al-Murtaza Commercial Area, DHA Phase 8",222.22222222222223
"DHA Phase 7, DHA Defence",314.81481481481484
"DHA Phase 8, DHA Defence",444.44444444444446
"Johar Town, Lahore",118.51851851851852
"Paragon City, Lahore",144.44444444444446
"Paragon City, Lahore",133.33333333333334
"Paragon City, Lahore",166.66666666666666
"Paragon City, Lahore",155.55555555555554
"Paragon City, Lahore",100.0
"Paragon City, Lahore",106.66666666666667
"Paragon City, Lahore",111.11111111111111
"Paragon City, Lahore",188.88888888888889
"Township, Lahore",97.77777777777777
"Gulshan-e-Ahbab, Lahore",71.11111111111111
"DHA Phase 1 - Block D, DHA Phase 1",296.2962962962963
"Main Boulevard DHA Defence, DHA Defence",111.11111111111111
"Quaid-e-Azam Industrial Estate, Lahore",
"Muslim Nagar Housing Scheme, Lahore",66.66666666666667
"Gulberg Business Square, Gulberg",155.55555555555554
"DHA Phase 2 Extension, DHA Defence",100.0
"PAF Colony, Lahore",144.44444444444446
"Tajpura, Lahore",111.11111111111111
"PAF Colony, Lahore",118.51851851851852
"Bahria Orchard, Lahore",56.2962962962963
"DHA Phase 3 - Block X, DHA Phase 3",177.77777777777777
"Cavalry Ground, Lahore",142.22222222222223
"Garden Town, Lahore",370.3703703703704
"Garden Town, Lahore",808.0808080808081
"Gulberg, Lahore",
"Gulberg 1, Gulberg",444.44444444444446
"Sahafi Colony, Lahore",133.33333333333334
"Gulberg, Lahore",277.77777777777777
"DHA Phase 2 - Sector D Commercial Area, DHA Defence Phase 2",88.88888888888889
"DHA Phase 2 - Sector D Commercial Area, DHA Defence Phase 2",124.44444444444444
"Askari Heights 4, DHA Phase 5 - Sector H",96.29629629629629
"Askari Heights 4, DHA Phase 5 - Sector H",96.29629629629629
"Bahria Town - Rafi Block, Bahria Town - Sector E",94.81481481481481
"DHA Phase 1, DHA Defence",177.77777777777777
"DHA Phase 5, DHA Defence",222.22222222222223
"DHA Defence Phase 2, DHA Defence",111.11111111111111
"DHA Phase 6, DHA Defence",222.22222222222223
"Harbanspura Road, Lahore",66.66666666666667
"DHA Phase 6, DHA Defence",162.962962962963
"DHA Phase 5, DHA Defence",884.4444444444445
"DHA Phase 3 - Block Z, DHA Phase 3",222.22222222222223
"DHA Phase 1 - Block N, DHA Phase 1",177.77777777777777
"Penta Square By DHA Lahore, DHA Phase 5",244.44444444444446
"Goldcrest Mall & Residency, DHA Phase 4",37.77777777777778
"Goldcrest Mall & Residency, DHA Phase 4",55.55555555555556
"DHA Defence, Karachi",518.5185185185185
"DHA Phase 6, DHA Defence",162.962962962963
"DHA Phase 5, DHA Defence",884.4444444444445
"DHA Phase 3 - Block Z, DHA Phase 3",222.22222222222223
"DHA Phase 1 - Block N, DHA Phase 1",177.77777777777777
"Penta Square By DHA Lahore, DHA Phase 5",244.44444444444446
"Goldcrest Mall & Residency, DHA Phase 4",37.77777777777778
"Goldcrest Mall & Residency, DHA Phase 4",55.55555555555556
"DHA Defence, Karachi",518.5185185185185
"DHA Phase 1 - Block A, DHA Phase 1",222.22222222222223
"DHA Phase 1 - Block P, DHA Phase 1",155.55555555555554
"Penta Square By DHA Lahore, DHA Phase 5",666.6666666666666
"Penta Square By DHA Lahore, DHA Phase 5",388.8888888888889
"DHA Phase 4, DHA Defence",114.07407407407408
"DHA Phase 2, DHA Defence",140.74074074074073
"DHA Phase 3, DHA Defence",118.51851851851852
"DHA Phase 2, DHA Defence",111.11111111111111
"DHA Phase 1, DHA Defence",237.03703703703704
"DHA Phase 3, DHA Defence",148.14814814814815
"DHA Phase 3, DHA Defence",115.55555555555556
"DHA Phase 4, DHA Defence",244.44444444444449
"DHA Phase 2 - Sector E, DHA Defence Phase 2",148.14814814814815
"DHA Phase 8, DHA Defence",148.14814814814815
"DHA Phase 5, DHA Defence",320.0
"Canal Garden, Lahore",111.11111111111111
"DHA Phase 6, DHA Defence",422.22222222222223
"Bahria Town - Johar Block, Bahria Town - Sector E",133.33333333333334
"DHA Phase 4, DHA Defence",213.33333333333334
"Park View City, Lahore",57.77777777777778
"Bahria Town - Quaid Block, Bahria Town - Sector E",84.44444444444444
"DHA Phase 5, DHA Defence",200.0
"Penta Square By DHA Lahore, DHA Phase 5",666.6666666666666
"Penta Square By DHA Lahore, DHA Phase 5",388.8888888888889
"DHA Phase 4, DHA Defence",114.07407407407408
"DHA Phase 2, DHA Defence",140.74074074074073
"DHA Phase 3, DHA Defence",118.51851851851852
"DHA Phase 2, DHA Defence",111.11111111111111
"DHA Phase 1, DHA Defence",237.03703703703704
"DHA Phase 3, DHA Defence",148.14814814814815
"DHA Phase 3, DHA Defence",115.55555555555556
"DHA Phase 4, DHA Defence",244.44444444444449
"DHA Phase 2 - Sector E, DHA Defence Phase 2",148.14814814814815
"DHA Phase 5, DHA Defence",888.8888888888889
"DHA Phase 6, DHA Defence",320.98765432098764
"DHA Phase 8, DHA Defence",622.2222222222222
"DHA Phase 5, DHA Defence",822.2222222222222
"LDA Avenue, Lahore",133.33333333333334
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA Phase 5, DHA Defence",277.77777777777777
"DHA Phase 5 - Block H, DHA Phase 5",317.46031746031747
"DHA Phase 6, DHA Defence",422.22222222222223
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA Defence Phase 2, DHA Defence",118.51851851851852
"Bahria Town - Quaid Block, Bahria Town - Sector E",200.0
"Jubilee Town, Lahore",62.22222222222222
"DHA Phase 6, DHA Defence",382.22222222222223
"DHA Phase 7, DHA Defence",255.55555555555554
"Bedian Road, Lahore",111.11111111111111
"DHA Phase 5, DHA Defence",888.8888888888889
"DHA Phase 6, DHA Defence",320.98765432098764
"DHA Phase 8, DHA Defence",622.2222222222222
"DHA Phase 5, DHA Defence",822.2222222222222
"LDA Avenue, Lahore",133.33333333333334
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA Phase 5, DHA Defence",277.77777777777777
"DHA Phase 5 - Block H, DHA Phase 5",317.46031746031747
"DHA Phase 6, DHA Defence",422.22222222222223
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA Phase 7 - Block Y, DHA Phase 7",422.22222222222223
"DHA 9 Town - Block C, DHA 9 Town",111.11111111111111
"DHA Defence Phase 2, DHA Defence",115.55555555555556
"DHA Phase 5, DHA Defence",194.44444444444446
"DHA Phase 3, DHA Defence",
"Sui Gas Housing Society, Lahore",185.1851851851852
"DHA Phase 4, DHA Defence",194.44444444444446
"Bahria Town - Iqbal Block, Bahria Town - Sector E",124.44444444444444
"DHA Phase 6 - Block C, DHA Phase 6",200.0
"Bedian Road, Lahore",20.74074074074074
"Penta Square By DHA Lahore, DHA Phase 5",416.6666666666667
"Model Town, Lahore",100.0
"DHA Phase 3, DHA Defence",115.55555555555556
"Askari Heights 4, DHA Phase 5 - Sector H",74.07407407407408
"DHA Phase 2 - Block R, DHA Phase 2",340.7407407407407
"DHA Phase 5, DHA Defence",288.8888888888889
"Gulberg 4, Gulberg",377.77777777777777
"Sterling Residences, Gulberg",488.88888888888897
"DHA Phase 4, DHA Defence",208.88888888888889
"Faisal Town, Lahore",183.33333333333334
"DHA Phase 1, DHA Defence",222.22222222222223
"DHA Phase 8, DHA Defence",200.0
"DHA Phase 8, DHA Defence",248.88888888888889
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",144.44444444444446
"Garden Town, Lahore",166.66666666666666
"DHA Phase 2 - Sector E, DHA Defence Phase 2",148.14814814814815
"DHA Phase 3, DHA Defence",111.11111111111111
"DHA 9 Town, DHA Defence",96.29629629629629
"Bedian Road, Lahore",33.333333333333336
"Bedian Road, Lahore",84.44444444444444
"Bahria Town - Iqbal Block, Bahria Town - Sector E",124.44444444444444
"DHA Phase 6 - Block C, DHA Phase 6",200.0
"Bedian Road, Lahore",20.74074074074074
"Penta Square By DHA Lahore, DHA Phase 5",416.6666666666667
"Model Town, Lahore",100.0
"DHA 9 Town, DHA Defence",251.85185185185185
"DHA 9 Town, DHA Defence",166.66666666666666
"DHA 9 Town, DHA Defence",133.33333333333334
"DHA 9 Town, DHA Defence",207.40740740740742
"Bankers Avenue Cooperative Housing Society, Lahore",88.88888888888889
"DHA 9 Town, DHA Defence",133.33333333333334
"Emaar Crescent Bay, DHA Phase 8",333.3333333333333
"DHA Phase 4, DHA Defence",277.77777777777777
"Bukhari Commercial Area, DHA Phase 6",122.22222222222224
"Formanites Housing Scheme, Lahore",77.77777777777777
"DHA Phase 6, DHA Defence",444.44444444444446
"DHA Phase 1, DHA Defence",1142.857142857143
"DHA Defence Phase 1, DHA Defence",111.11111111111111
"Muslim Commercial Area, DHA Phase 6",133.33333333333334
"Gulberg Greens, Gulberg",177.77777777777777
"DHA Phase 1 - Sector B1, DHA Defence Phase 1",122.22222222222224
"DHA Phase 6, DHA Defence",266.6666666666667
"DHA Defence Phase 2, DHA Defence",115.55555555555556
"DHA Defence Phase 1, DHA Defence",162.962962962963
"DHA Phase 4 - Block CC, DHA Phase 4",214.8148148148148
"DHA Phase 3, DHA Defence",277.77777777777777
"DHA Phase 1, DHA Defence",244.44444444444446
"PIA Housing Scheme, Lahore",333.3333333333333
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA Phase 1, DHA Defence",166.66666666666666
"DHA Phase 6, DHA Defence",
"DHA Defence Phase 1, DHA Defence",162.962962962963
"DHA Phase 4 - Block CC, DHA Phase 4",214.8148148148148
"DHA Phase 3, DHA Defence",277.77777777777777
"DHA Phase 1, DHA Defence",244.44444444444446
"PIA Housing Scheme, Lahore",333.3333333333333
"DHA 9 Town, DHA Defence",103.70370370370371
"DHA Phase 1, DHA Defence",166.66666666666666
"DHA Phase 6, DHA Defence",
"Johar Town, Lahore",125.92592592592592
"DHA Phase 3, DHA Defence",266.6666666666667
"Paragon City, Lahore",111.11111111111111
"Wapda Town, Lahore",133.33333333333334
"Bahria Town - Sector E, Bahria Town",204.44444444444446
"DHA Defence, Karachi",100.0
"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F",170.37037037037035
"DHA 9 Town, DHA Defence",222.22222222222223
"Park View City, Lahore",88.88888888888889
"DHA Phase 4, DHA Defence",144.44444444444446
"Cavalry Ground, Lahore",118.51851851851852
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",177.77777777777777
"Valencia Housing Society, Lahore",115.55555555555556
"Defence Residency, DHA Defence Phase 2",62.22222222222222
"Township, Lahore",192.59259259259258
"DHA Phase 8, DHA Defence",562.9629629629629
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",288.8888888888889
"Formanites Housing Scheme, Lahore",195.55555555555557
"Formanites Housing Scheme, Lahore",118.51851851851852
"Johar Town, Lahore",166.66666666666666
"Johar Town, Lahore",125.92592592592592
"DHA Phase 3, DHA Defence",266.6666666666667
"Paragon City, Lahore",111.11111111111111
"Wapda Town, Lahore",133.33333333333334
"DHA Defence, Karachi",100.0
"Defence Executive Apartments, DHA Defence Phase 2",88.88888888888889
"Defence Executive Apartments, DHA Defence Phase 2",155.55555555555554
"Defence Residency, DHA Defence Phase 2",133.33333333333334
"Defence Executive Apartments, DHA Defence Phase 2",222.22222222222223
"DHA Phase 8 - Ex Park View, DHA Phase 8",200.0
"Defence Executive Apartments, DHA Defence Phase 2",155.55555555555554
"DHA Phase 8 - Ex Air Avenue, DHA Phase 8",222.22222222222223
"DHA Phase 5, DHA Defence",333.3333333333333
"DHA Phase 1 - Block J, DHA Phase 1",144.44444444444446
"P & D Housing Society, Lahore",66.66666666666667
"Cantt, Lahore",524.4444444444445
"DHA Phase 7, DHA Defence",259.25925925925924
"DHA Phase 8, DHA Defence",266.6666666666667
"DHA Phase 6, DHA Defence",385.18518518518516
"DHA Phase 7, DHA Defence",400.0
"DHA Phase 7, DHA Defence",237.03703703703704
"DHA Phase 8, DHA Defence",266.6666666666667
"DHA Phase 7, DHA Defence",251.85185185185185
"DHA Phase 6, DHA Defence",222.22222222222223
"DHA Phase 8, DHA Defence",266.6666666666667
"Bukhari Commercial Area, DHA Phase 6",444.44444444444446
"DHA Phase 6, DHA Defence",266.6666666666667
"DHA Phase 6, DHA Defence",251.85185185185185
"DHA Phase 6, DHA Defence",333.3333333333333
"DHA Phase 7, DHA Defence",211.11111111111111
"DHA Phase 4, DHA Defence",373.3333333333333
"DHA Phase 7, DHA Defence",266.6666666666667
"DHA Phase 6, DHA Defence",296.2962962962963
"DHA Phase 7, DHA Defence",274.0740740740741
"DHA Phase 6, DHA Defence",377.77777777777777
"DHA Phase 6, DHA Defence",266.6666666666667
"DHA Phase 8, DHA Defence",366.6666666666667
"DHA Phase 6, DHA Defence",240.74074074074073
"DHA Phase 6, DHA Defence",222.22222222222223
"DHA Phase 8, DHA Defence",266.6666666666667
"Bukhari Commercial Area, DHA Phase 6",444.44444444444446
"DHA Phase 6, DHA Defence",266.6666666666667
"DHA Phase 6, DHA Defence",251.85185185185185
"DHA Phase 6, DHA Defence",333.3333333333333
"DHA Phase 7, DHA Defence",211.11111111111111
"DHA Phase 4, DHA Defence",373.3333333333333
"DHA Phase 7, DHA Defence",266.6666666666667
"DHA Phase 6, DHA Defence",296.2962962962963
"DHA Phase 7, DHA Defence",274.0740740740741
"DHA Phase 6, DHA Defence",377.77777777777777
"DHA Phase 6, DHA Defence",266.6666666666667
"DHA Phase 8, DHA Defence",366.6666666666667
"DHA Phase 6, DHA Defence",240.74074074074073
"DHA Phase 7, DHA Defence",355.55555555555554
"DHA Phase 6, DHA Defence",302.22222222222223
"Defence Executive Apartments, DHA Defence Phase 2",88.88888888888889
"Cantt, Lahore",524.4444444444445
"Bahria Town, Lahore",127.77777777777776
"DHA Phase 4, DHA Defence",173.33333333333334
"DHA Phase 7, DHA Defence",166.66666666666666
"DHA Phase 2 - Block S, DHA Phase 2",233.33333333333334
"DHA Phase 3, DHA Defence",222.22222222222223
"DHA Phase 4, DHA Defence",155.55555555555554
"DHA Phase 3 - Block W, DHA Phase 3",226.66666666666663
"DHA Phase 8 - Ex Park View, DHA Phase 8",236.44444444444446
"DHA Phase 2, DHA Defence",176.88888888888889
"DHA 11 Rahbar, Lahore",88.88888888888889
"Valencia Housing Society, Lahore",88.88888888888889
"Defence Residency, DHA Defence Phase 2",60.0
"Valencia Housing Society, Lahore",133.33333333333334
"DHA 11 Rahbar, Lahore",133.33333333333334
"Valencia Housing Society, Lahore",104.44444444444444
"DHA Phase 7 - Block U, DHA Phase 7",166.66666666666666
"Valencia Housing Society, Lahore",114.81481481481481
"DHA Phase 7, DHA Defence",162.22222222222223
"Valencia Housing Society, Lahore",100.0
"DHA Phase 3 - Block X, DHA Phase 3",222.22222222222223
"DHA Phase 4 - Block FF, DHA Phase 4",253.33333333333334
"DHA Phase 8, DHA Defence",296.2962962962963
"DHA Phase 5 - Block K, DHA Phase 5",284.44444444444446
"DHA Phase 2 Extension, DHA Defence",414.81481481481484
"DHA Phase 6, DHA Defence",516.6666666666667
"DHA Phase 8, DHA Defence",385.18518518518516
"DHA Phase 6 - Block G, DHA Phase 6",240.0
"DHA Phase 5 - Block D, DHA Phase 5",177.77777777777777
"DHA 9 Town, DHA Defence",222.22222222222223
"Canal Garden, Lahore",48.888888888888886
"DHA Phase 6, DHA Defence",1111.111111111111
"DHA Phase 1, DHA Defence",222.22222222222223
"DHA Phase 6, DHA Defence",125.92592592592592
"Penta Square By DHA Lahore, DHA Phase 5",800.0
"DHA Phase 7, DHA Defence",222.22222222222223
"DHA Phase 4, DHA Defence",244.44444444444446
"Muslim Town, Lahore",177.77777777777777
"Garden Town, Lahore",488.8888888888889
"Garden Town, Lahore",288.8888888888889
"Garden Town, Lahore",244.44444444444446
"Mall Of Lahore, Aziz Bhatti Road",414.81481481481484
"Garden Town, Lahore",222.22222222222223
"Model Town, Lahore",288.8888888888889
"Model Town, Lahore",285.18518518518516
"Model Town, Lahore",166.66666666666666
"DHA Phase 3, DHA Defence",222.22222222222223
"DHA Phase 4, DHA Defence",155.55555555555554
"DHA Phase 3 - Block W, DHA Phase 3",226.66666666666663
"DHA Phase 8 - Ex Park View, DHA Phase 8",236.44444444444446
"DHA Phase 2, DHA Defence",176.88888888888889
"DHA 11 Rahbar, Lahore",88.88888888888889
"Valencia Housing Society, Lahore",88.88888888888889
"Defence Residency, DHA Defence Phase 2",60.0
"Valencia Housing Society, Lahore",133.33333333333334
"DHA 11 Rahbar, Lahore",133.33333333333334
"DHA Phase 4 - Block GG, DHA Phase 4",266.6666666666667
"DHA Phase 1, DHA Defence",244.44444444444446
"DHA Phase 8, DHA Defence",296.2962962962963
"Bahria Town - Nishtar Block, Bahria Town - Sector E",200.0
"Bahria Town - Nishtar Block, Bahria Town - Sector E",142.22222222222223
"Bahria Town - Rafi Block, Bahria Town - Sector E",97.77777777777779
"Bahria Town - Nishtar Block, Bahria Town - Sector E",200.0
"Bahria Town - Rafi Block, Bahria Town - Sector E",200.0
"DHA Phase 6, DHA Defence",355.55555555555554
"DHA Phase 3 - Block Z, DHA Phase 3",518.5185185185185
"Canal Garden, Lahore",48.888888888888886
"DHA Phase 6, DHA Defence",1111.111111111111
"DHA Phase 1, DHA Defence",222.22222222222223
"DHA Phase 6, DHA Defence",125.92592592592592
"Penta Square By DHA Lahore, DHA Phase 5",800.0
"DHA Phase 7, DHA Defence",222.22222222222223
"DHA Phase 4, DHA Defence",244.44444444444446
"Muslim Town, Lahore",177.77777777777777
"Garden Town, Lahore",488.8888888888889
"Garden Town, Lahore",288.8888888888889
"Garden Town, Lahore",244.44444444444446
"Mall Of Lahore, Aziz Bhatti Road",414.81481481481484
"Garden Town, Lahore",222.22222222222223
"Model Town, Lahore",288.8888888888889
"Model Town, Lahore",285.18518518518516
"Model Town, Lahore",166.66666666666666
"Garden Town, Lahore",188.88888888888889
"Garden Town, Lahore",222.22222222222223
"Model Town, Lahore",385.18518518518516
"DHA Phase 4, DHA Defence",162.962962962963
"DHA Phase 4 - Block GG, DHA Phase 4",266.6666666666667
"DHA Phase 1, DHA Defence",244.44444444444446
"DHA Phase 8, DHA Defence",296.2962962962963
"Bahria Town - Nishtar Block, Bahria Town - Sector E",200.0
"Bahria Town - Nishtar Block, Bahria Town - Sector E",142.22222222222223
"Bahria Town - Rafi Block, Bahria Town - Sector E",97.77777777777779
"Bahria Town - Nishtar Block, Bahria Town - Sector E",200.0
"Bahria Town - Rafi Block, Bahria Town - Sector E",200.0
"DHA Phase 6, DHA Defence",355.55555555555554
"DHA Phase 3 - Block Z, DHA Phase 3",518.5185185185185
"Pak Arab Housing Society, Lahore",44.44444444444444
"Park View City, Lahore",77.77777777777777
"Park View City, Lahore",155.55555555555554
"Bankers Avenue Cooperative Housing Society, Lahore",164.44444444444446
"Park View City, Lahore",81.48148148148148
"DHA Phase 6 - Block N, DHA Phase 6",373.3333333333333
"DHA Phase 3, DHA Defence",488.8888888888889
"Cantt, Lahore",160.0
"Cantt, Lahore",288.8888888888889
"Bahria Town - Sector E, Bahria Town",111.11111111111111
"Diamond Mall & Residency, Gulberg Greens",186.66666666666666
"Gulshan-e-Lahore, Lahore",103.70370370370371
"DHA Phase 4, DHA Defence",144.44444444444446
"DHA Phase 2, DHA Defence",200.0
"PAF Colony, Lahore",122.22222222222224
"DHA Phase 5, DHA Defence",207.40740740740742
"Canal Garden, Lahore",111.11111111111111
"DHA Phase 5, DHA Defence",381.4814814814815
"DHA Phase 1, DHA Defence",204.44444444444443
"DHA 9 Town, DHA Defence",118.51851851851852
"Defence Residency, DHA Defence Phase 2",115.55555555555556
"DHA Phase 6, DHA Defence",240.0
"DHA Phase 3, DHA Defence",177.77777777777777
"DHA Phase 3, DHA Defence",182.2222222222222
"DHA Phase 4, DHA Defence",186.66666666666666
"DHA Phase 4, DHA Defence",200.0
"DHA Phase 4, DHA Defence",195.55555555555557
"DHA Phase 2, DHA Defence",177.77777777777777
"DHA Phase 1, DHA Defence",186.66666666666666
"DHA Phase 2, DHA Defence",176.88888888888889
"DHA Phase 2, DHA Defence",186.66666666666666
"DHA Phase 1, DHA Defence",182.2222222222222
"DHA Phase 5, DHA Defence",205.55555555555554
"DHA Phase 8, DHA Defence",186.66666666666666
"DHA Phase 8, DHA Defence",195.55555555555557
"DHA Phase 8, DHA Defence",182.2222222222222
"DHA Phase 6, DHA Defence",222.22222222222223
"DHA Phase 7, DHA Defence",226.66666666666663
