name,layer,lat,lon,weight
Roller Skating Area,sports_and_padel,31.539216834427382,74.40721982338765,1.0
WAPDA Sports Complex,sports_and_padel,31.446793609748745,74.35267634106823,1.0
Unnamed sports_and_padel,sports_and_padel,31.46645790460993,74.34553596487702,1.0
Unnamed sports_and_padel,sports_and_padel,31.538914250006773,74.30490034999664,1.0
Tennis Court,sports_and_padel,31.500284288272994,74.41696592279979,1.0
Unnamed sports_and_padel,sports_and_padel,31.513373855342554,74.33347206692984,1.0
Sector A1 Sports Complex,sports_and_padel,31.459617801586216,74.32196267729972,1.0
LDA Sports Complex,sports_and_padel,31.512461375755564,74.35868050648224,1.0
"Tennis court, FCC",sports_and_padel,31.52481142078038,74.33410958627526,1.0
Unnamed sports_and_padel,sports_and_padel,31.574437037338377,74.48081295086722,1.0
Tennis Court EME Sports Complex,sports_and_padel,31.433873302356957,74.21360651122548,1.0
Unnamed sports_and_padel,sports_and_padel,31.511235550059396,74.33053205000172,1.0
Unnamed sports_and_padel,sports_and_padel,31.5111894500594,74.33034110000172,1.0
Unnamed sports_and_padel,sports_and_padel,31.511144800059352,74.33015865000175,1.0
Unnamed sports_and_padel,sports_and_padel,31.511103050059408,74.32997615000174,1.0
Unnamed sports_and_padel,sports_and_padel,31.511056250059397,74.32978605000172,1.0
Unnamed sports_and_padel,sports_and_padel,31.51225405003971,74.33109259998643,1.0
Unnamed sports_and_padel,sports_and_padel,31.56669465009725,74.35039910000063,1.0
Unnamed sports_and_padel,sports_and_padel,31.31740517999394,74.38107648940911,1.0
Unnamed sports_and_padel,sports_and_padel,31.448368145658602,74.43267393603165,1.0
Unnamed sports_and_padel,sports_and_padel,31.451228988113474,74.43106091785974,1.0
Unnamed sports_and_padel,sports_and_padel,31.4514075914338,74.4304239496668,1.0
Unnamed sports_and_padel,sports_and_padel,31.453715759870743,74.43099732070151,1.0
Unnamed sports_and_padel,sports_and_padel,31.453746380157586,74.43674861293151,1.0
Unnamed sports_and_padel,sports_and_padel,31.453435898807612,74.4361092233109,1.0
Unnamed sports_and_padel,sports_and_padel,31.453695989354856,74.4360995544479,1.0
Unnamed sports_and_padel,sports_and_padel,31.453641982518107,74.43629438213358,1.0
Unnamed sports_and_padel,sports_and_padel,31.44153667336793,74.428212729053,1.0
Unnamed sports_and_padel,sports_and_padel,31.440674627043027,74.43122253831159,1.0
Unnamed sports_and_padel,sports_and_padel,31.442903740484294,74.43033280975304,1.0
Unnamed sports_and_padel,sports_and_padel,31.44279799793822,74.43029072675691,1.0
Unnamed sports_and_padel,sports_and_padel,31.52698007437592,74.42117762071614,1.0
Unnamed sports_and_padel,sports_and_padel,31.529452874094382,74.41640115585726,1.0
Unnamed sports_and_padel,sports_and_padel,31.529780943807033,74.41599216913923,1.0
Unnamed sports_and_padel,sports_and_padel,31.31948065678123,74.40204085951434,1.0
Cricket Ground,sports_and_padel,31.36374364032807,74.21723983552452,1.0
Unnamed sports_and_padel,sports_and_padel,31.469424015076182,74.4115082826435,1.0
Unnamed sports_and_padel,sports_and_padel,31.53249412907472,74.54586301823296,1.0
Unnamed sports_and_padel,sports_and_padel,31.562364168608493,74.37221804090468,1.0
Unnamed sports_and_padel,sports_and_padel,31.581706910159294,74.37482791070144,1.0
Unnamed sports_and_padel,sports_and_padel,31.527295629791627,74.39775834165249,1.0
Defence Hockey Arena,sports_and_padel,31.528208054951925,74.39772027162982,1.0
Unnamed sports_and_padel,sports_and_padel,31.581669364971198,74.35369824235197,1.0
