Latitude,Longitude,Population
31.454414,74.405303,15217
31.453455,74.395032,13800
31.462233,74.409516,17805
31.461274,74.399243,17048
31.450575,74.36422,10405
31.459356,74.378699,7987
31.458395,74.368428,11675
31.444677,74.380552,7816
31.443717,74.370283,9232
31.452496,74.384761,9794
31.451536,74.374491,9404
31.434068,74.267599,19011
31.442859,74.282063,20610
31.441891,74.271794,16606
31.428183,74.283937,18902
31.427215,74.273671,18121
31.436004,74.288134,15485
31.435037,74.277866,16924
31.466328,74.294659,18565
31.475118,74.309133,14361
31.474152,74.298859,17952
31.460437,74.311002,12090
31.459471,74.30073,16267
31.46826,74.315204,14679
31.467294,74.304931,14264
31.456568,74.269917,21930
31.465361,74.284386,20440
31.464393,74.274114,21993
31.450682,74.28626,20294
31.449714,74.27599,21930
31.458505,74.290459,17317
31.457537,74.280188,21169
31.431082,74.314738,7351
31.439867,74.329207,4153
31.438903,74.318938,12529
31.425191,74.33107,8060
31.424227,74.320804,1417
31.433011,74.335272,11699
31.432047,74.325005,9184
31.421329,74.290007,17610
31.430116,74.304471,14215
31.42915,74.294204,20150
31.415442,74.306339,2858
31.414476,74.296075,4005
31.423262,74.310538,318
31.422296,74.300272,17805
31.45358,74.317072,14435
31.462367,74.331546,13507
31.461402,74.321274,11528
31.447688,74.33341,6473
31.446724,74.32314,8670
31.455509,74.337613,6986
31.454545,74.327342,8695
31.443826,74.292332,19466
31.452615,74.306801,10649
31.451649,74.296531,14366
31.437937,74.30867,14850
31.436971,74.298402,14337
31.445759,74.31287,13409
31.444793,74.302601,15705
31.495581,74.368925,15167
31.504365,74.383414,12921
31.503405,74.373135,12359
31.48968,74.385267,14850
31.48872,74.374991,11845
31.497502,74.38948,10698
31.496542,74.379202,10307
31.527835,74.396057,7401
31.536618,74.410557,12872
31.53566,74.400273,2418
31.521928,74.412405,7010
31.52097,74.402123,97
31.529752,74.416622,18612
31.528794,74.406339,2247
31.518091,74.371279,11064
31.526876,74.385774,10918
31.525916,74.375492,13677
31.512188,74.387627,11675
31.511228,74.377347,12750
31.520011,74.391842,8670
31.519052,74.38156,12091
31.492555,74.416098,15021
31.501333,74.430593,6570
31.500376,74.420314,12725
31.486648,74.432435,5715
31.485692,74.422159,13214
31.494468,74.436653,3248
31.493512,74.426375,14240
31.482818,74.391331,15436
31.491598,74.405821,12261
31.490639,74.395544,13702
31.476914,74.407669,16853
31.475956,74.397394,15363
31.484734,74.411883,12823
31.483776,74.401607,15143
31.515063,74.418469,415
31.523842,74.432969,13287
31.522886,74.422687,4079
31.509154,74.434811,13433
31.508198,74.424531,1734
31.516976,74.439031,13385
31.51602,74.42875,10087
31.505324,74.393693,8305
31.514105,74.408188,2515
31.513147,74.397908,5374
31.499419,74.410036,15827
31.498461,74.399758,6863
31.507241,74.414252,2540
31.506283,74.403972,1124
31.488834,74.296987,8768
31.497625,74.311467,4958
31.496659,74.301189,3444
31.482942,74.313336,12188
31.481976,74.303061,13775
31.490766,74.31754,15461
31.4898,74.307263,6326
31.521103,74.324083,10966
31.529893,74.338573,10136
31.528929,74.32829,13190
31.515205,74.340437,11699
31.514241,74.330157,9989
31.52303,74.344646,12213
31.522067,74.334364,7449
31.511345,74.299317,13018
31.520137,74.313802,13336
31.519171,74.303521,18001
31.505451,74.315671,10429
31.504485,74.305392,5105
31.513276,74.319877,9599
31.512311,74.309597,13042
31.485834,74.344162,9428
31.49462,74.358647,11699
31.493658,74.34837,9501
31.479936,74.360506,8109
31.478974,74.350231,4397
31.487759,74.364715,11675
31.486797,74.354438,7425
31.476083,74.319407,13799
31.484871,74.333887,10161
31.483907,74.323611,6424
31.470189,74.33575,13457
31.469225,74.325477,11968
31.478011,74.339956,9990
31.477048,74.329681,12359
31.508343,74.346508,12212
31.51713,74.360998,11382
31.516168,74.350718,17024
31.502443,74.362857,14532
31.501481,74.352578,14728
31.510267,74.367068,11968
31.509306,74.356788,13385
31.498591,74.321744,12627
31.50738,74.336229,7669
31.506416,74.32595,11504
31.492695,74.338093,10039
31.491731,74.327816,10893
31.500519,74.3423,10722
31.499555,74.332022,10014
31.413539,74.052026,335
31.422354,74.06646,267
31.421368,74.056196,1071
31.414525,74.06229,16
31.445842,74.078978,552
31.454656,74.093422,1907
31.453672,74.083152,368
31.43998,74.095339,432
31.438996,74.085071,820
31.447809,74.099515,1162
31.446826,74.089246,117
31.436042,74.05427,585
31.444858,74.068709,1087
31.443872,74.058441,870
31.430183,74.070632,134
31.429198,74.060366,1053
31.438012,74.074804,1740
31.437027,74.064537,1354
31.41846,74.103345,856
31.433133,74.10143,126
31.441943,74.115874,381
31.440962,74.105606,348
31.427269,74.117786,127
31.426287,74.10752,729
31.435096,74.121964,160
31.434115,74.111697,571
31.423338,74.076725,1338
31.432151,74.091164,1201
31.431167,74.080898,285
31.417477,74.093081,158
31.425305,74.097255,697
31.424322,74.08699,1109
31.475219,74.15314,84
31.484026,74.1676,84
31.468368,74.159229,217
31.477173,74.173687,32
31.476196,74.163414,50
31.507516,74.180164,578
31.508492,74.190443,830
31.497731,74.155421,569
31.506539,74.169885,301
31.505562,74.159607,1990
31.491855,74.171787,101
31.499685,74.175975,200
31.498708,74.165698,368
31.472272,74.200319,856
31.481074,74.214784,1426
31.466393,74.216675,7099
31.465419,74.206402,7130
31.474219,74.220866,9982
31.473246,74.210593,64
31.462494,74.175587,634
31.471297,74.190046,158
31.470321,74.179774,222
31.456618,74.191942,4690
31.455642,74.181672,42
31.464445,74.19613,4912
31.46347,74.185859,56
31.494782,74.202616,95
31.502611,74.206808,381
31.488901,74.218976,31
31.487928,74.208701,64
31.496729,74.22317,1141
31.47815,74.183961,238
31.46835,74.081232,182
31.477165,74.095681,402
31.476182,74.085408,184
31.462486,74.097598,7593
31.461503,74.087327,1605
31.470317,74.101776,6439
31.469334,74.091504,736
31.500662,74.108219,1990
31.509476,74.122679,218
31.508495,74.1124,853
31.494792,74.124591,635
31.493811,74.114315,820
31.502624,74.128774,1388
31.501644,74.118496,585
31.490863,74.083487,937
31.49968,74.097942,435
31.498696,74.087665,1605
31.484997,74.099859,653
31.484014,74.089585,468
31.492829,74.104039,351
31.491847,74.093763,67
31.465431,74.128413,33
31.47424,74.142867,84
31.47326,74.132594,351
31.459561,74.144773,535
31.458581,74.134503,101
31.46641,74.138684,117
31.455638,74.103692,3278
31.46445,74.118141,301
31.463468,74.10787,5737
31.449772,74.120053,2098
31.448791,74.109784,1276
31.457601,74.124232,83
31.45662,74.113962,1154
31.487941,74.130684,402
31.496752,74.145144,618
31.495773,74.134867,2509
31.48207,74.147051,1840
31.48109,74.136776,100
31.4899,74.151235,636
31.488921,74.14096,1187
31.478148,74.105955,953
31.486961,74.120409,1238
31.485979,74.110134,3278
31.47228,74.122321,1673
31.471299,74.112048,3746
31.48011,74.126502,3696
31.47913,74.116228,2325
31.413566,74.207888,4563
31.412592,74.197625,3233
31.406717,74.213965,5260
31.405743,74.203702,5293
31.40673,74.136046,8683
31.405751,74.125783,285
31.427265,74.195731,10490
31.436064,74.210185,14166
31.43509,74.199918,9253
31.421389,74.212076,3201
31.420416,74.201811,4437
31.429213,74.216264,8017
31.42824,74.205997,12518
31.45954,74.222755,10806
31.468337,74.237219,12011
31.467366,74.226947,9539
31.453658,74.239105,10046
31.452687,74.228834,9951
31.461483,74.243298,16288
31.460512,74.233026,11409
31.449766,74.198025,9887
31.458567,74.212484,11504
31.457593,74.202213,13754
31.443889,74.214374,10933
31.442915,74.204106,11504
31.451714,74.218564,17778
31.450741,74.208294,12676
31.424306,74.242872,9951
31.433099,74.257331,10539
31.432129,74.247064,8652
31.418424,74.259211,15729
31.417454,74.248946,10442
31.426246,74.263404,17366
31.425276,74.253138,10679
31.414539,74.218153,10267
31.423334,74.232607,14261
31.422362,74.222341,5578
31.408661,74.234491,14324
31.407689,74.224228,13056
31.416483,74.238681,11916
31.415512,74.228417,11155
31.446805,74.245181,7098
31.455599,74.259646,18508
31.454629,74.249375,13627
31.440922,74.261525,15216
31.439952,74.251257,6157
31.448745,74.265721,18444
31.447775,74.255451,13500
31.437037,74.220453,7003
31.445834,74.234912,3645
31.444862,74.224643,4658
31.431158,74.236797,9571
31.430186,74.22653,5039
31.438981,74.240989,6021
31.43801,74.230721,3803
31.420422,74.123874,1
31.414556,74.140224,2566
31.413576,74.12996,222
31.422382,74.144404,222
31.421402,74.134139,63
31.454666,74.171401,190
31.442924,74.126142,319
31.451732,74.140592,100
31.450753,74.130322,1
31.417489,74.171016,9317
31.42629,74.185465,9159
31.425314,74.1752,14831
31.411617,74.187361,13342
31.410641,74.177097,14007
31.419441,74.191546,11630
31.418466,74.181281,10553
31.407709,74.146308,12042
31.416512,74.160752,5705
31.415534,74.150488,919
31.409665,74.166834,12550
31.408688,74.156571,9285
31.439989,74.173301,3961
31.448791,74.187755,1363
31.447816,74.177486,3
31.434115,74.189651,8620
31.43314,74.179384,15148
31.441941,74.193837,8081
31.440965,74.183569,15116
31.430208,74.148584,222
31.439012,74.163033,190
31.424338,74.164934,10268
31.42336,74.154669,1553
31.432163,74.169117,9317
31.431186,74.15885,285
