name,amenity,lat,lon
MARO Tandoors,restaurant,31.47458598481308,74.40232668218702
Kitchen Cuisine,cafe,31.501558250003285,74.37398585000011
Shawarma Hot Spot,food_court,31.49917413288104,74.36671405238599
Libas-e-Khas,restaurant,31.501346642885064,74.36462530418245
Cravea,restaurant,31.482712038259013,74.39654981628763
OPTP,restaurant,31.47437212446941,74.40232330849148
Kababjees,restaurant,31.482811887058116,74.39565981464897
Premiere Restaurant & Event Hall,restaurant,31.482880148384403,74.39559132658749
The Hot Spot Cafe,cafe,31.47418460000381,74.40158439999983
Pizza Town,restaurant,31.470265050012856,74.39037490000159
Holy Smoke,restaurant,31.47013161652398,74.39059829589313
The New York Gyro,restaurant,31.482839009603378,74.3958493881378
Haleem Campus,restaurant,31.469793010556387,74.38971176926343
Italian Pizza Lahore,restaurant,31.478815750019212,74.41581099999289
Tandoor Restaurant,restaurant,31.482048247609267,74.39599742403068
Fazal-E-Haq Dera Restaurant,restaurant,31.48217958378034,74.3958400383904
What'a Paratha,restaurant,31.482366975095832,74.39565372370406
Ravi Family Restaurant,restaurant,31.482484202993636,74.39552947688308
Cock and Bull,restaurant,31.48198735277878,74.39591656645328
Frooty Bar,restaurant,31.466237163334768,74.37916694978458
Raffy Caterers & BBQ,restaurant,31.45777659878076,74.3744908664025
Italian Express,fast_food,31.48223040943675,74.39566443851596
Nama Burger,fast_food,31.48226475000766,74.39562810000147
The Pizza Company,restaurant,31.45834665001038,74.37455709999874
Sauce Up,restaurant,31.455621600173433,74.3681762666982
Al-Minaal Arabian Cafe,restaurant,31.48336612374193,74.39387896195399
Pizza Time,fast_food,31.483310887966,74.39380855252998
Al-Noor Restaurant,restaurant,31.483588303969672,74.39441981611003
Books and Brew Cafe,cafe,31.483918748727714,74.39336028103034
The Zawak Pizza,fast_food,31.484547740499995,74.39356744891226
Spice Lounge (Old Handi Roti),restaurant,31.44679315042836,74.43121791540011
Continental Restaurant,restaurant,31.51920955005742,74.37787124999322
DeSOM Barbecue Restaurant,restaurant,31.519119961113645,74.37826449147335
Lahori Restaurant,restaurant,31.51909865011724,74.37914554997938
La Belle Vie,restaurant,31.51845178589907,74.37782281329935
Wing Lee,restaurant,31.51832107406991,74.3776343106846
Burger Justice,fast_food,31.48474330034971,74.391367851644
McDonald's,fast_food,31.482759686730063,74.39380555875114
Planet Cafe,cafe,31.48266629523472,74.39411310977975
Pan Shop & Cold Corner,food_court,31.52116831620294,74.38010205185158
Kitchen Cuisine,food_court,31.520919300039267,74.38032079999907
PAF Officers Mess,restaurant,31.51325960018525,74.38038219999585
Gourmet Marriage,restaurant,31.543040400138164,74.33071449999073
Haji Sardar Machli Farosh,fast_food,31.48806074714886,74.41285309122044
DATA,restaurant,31.49226292726655,74.40796789384332
iMOB,restaurant,31.482931941844008,74.4065499379712
Data Ali Hajveri Naan Shop,food_court,31.501445108073792,74.40924119312633
Baba Ji And Son Shicken Shop,restaurant,31.497238233674228,74.40669526666667
BURGERMAN,fast_food,31.47472685466885,74.40264978546189
گلوریا جینز,cafe,31.474583966149456,74.4023970176086
Cafe Heeva,restaurant,31.474578515197106,74.40252968003641
Bait Ul Sajji,restaurant,31.474351829251887,74.40259074853864
Dogar Restaurant,restaurant,31.47433291771847,74.40323174758161
Sofra Restaurant,restaurant,31.47434893586484,74.40282979404802
Pizzano Pizzas & Fast Food,fast_food,31.47394532192985,74.40205671093042
chinese Hotel White House,restaurant,31.498887900153928,74.42246524998536
White House Hotel,restaurant,31.4988272165354,74.42280652226604
Unnamed Dining_Spots,restaurant,31.49878403235546,74.42172923108068
Unnamed Dining_Spots,restaurant,31.498911131798682,74.42179469176685
سب وے,fast_food,31.535632450013033,74.41781884999867
The Backyard Grill,restaurant,31.5210626623982,74.42510608735324
Taste Corner,restaurant,31.537461914674825,74.41150726301176
Outpost BYOB,fast_food,31.52205081348425,74.4475302446675
Chai Shaai,restaurant,31.52191930001003,74.44773705
ذاکر ٹکا,restaurant,31.526284959276207,74.37614837872765
بابا جمال ٹکا شاپ,restaurant,31.528077288268374,74.3785277137588
Alamode Cafe,restaurant,31.538255624403867,74.37150499836304
AMC Mess,food_court,31.540673935800143,74.37883314025753
Food Fashion,restaurant,31.545619550013043,74.37742399999928
Aroma Grill,restaurant,31.526048256756606,74.45363338794468
Khan Chapal Kebab House,restaurant,31.50562243001076,74.38290564369929
Al-Nakeeb Naan Shop,restaurant,31.494210519879143,74.38872023686238
Spice n Bite,restaurant,31.494256325496817,74.38728754128496
Burger Bar,restaurant,31.488165884416723,74.38198032304457
P.F. Chang's Pakistan,restaurant,31.516204945086177,74.35141122664139
Yasir Broast,restaurant,31.548777607069457,74.4010903763752
Mansha Tikka,restaurant,31.54871962313751,74.40203356246607
Pizza Domeno Hut Jory Pul,restaurant,31.548290073016844,74.40590965628887
Chicken & Chip,restaurant,31.52366952377252,74.45025519363566
New Karachi Golden BBQ,restaurant,31.523862391337726,74.44997038103452
Ora Della Pizza,restaurant,31.524750413730118,74.45362338071821
The Hunger Hut,restaurant,31.524717912490573,74.45383622500637
NIrala,restaurant,31.529727941369238,74.45552931422078
Grab Your Meal,restaurant,31.5221869439957,74.3502312123158
Sweet Tooth,restaurant,31.52050589286466,74.35167069419947
Taipei Chinese,restaurant,31.520504300091257,74.35201295000674
Unnamed Dining_Spots,restaurant,31.474926557064848,74.3786126291645
Tabaq Restaurant,restaurant,31.5164556423831,74.35226027351708
ہارڈیز,fast_food,31.509521745967906,74.35086807146232
Unnamed Dining_Spots,restaurant,31.480870567667193,74.40300816201116
Cafe Baran,cafe,31.466476467526157,74.29441202754374
Sichuan Chinese restaurant,restaurant,31.522143549123648,74.35437450424052
Unnamed Dining_Spots,restaurant,31.574872502708466,74.4804394446543
KFC,fast_food,31.48124265826275,74.3958079370928
McDonald's,fast_food,31.392499259178873,74.24912506815667
McDonald's,fast_food,31.505122981454214,74.42560257469478
Khan Burger Family Restaurant,restaurant,31.581114505952975,74.47692396147838
Umair Shinwari Restaurant and Kabuli Pulao,restaurant,31.581210943922564,74.47746392623458
Gloria Jean's,cafe,31.453061591788284,74.43701516773565
Unnamed Dining_Spots,food_court,31.44814792278331,74.43340910467913
BRGR - Askari 11,fast_food,31.451163118545566,74.43195208217277
McDonald's,fast_food,31.451733846848178,74.4316759480337
Food Street,cafe,31.446553406337888,74.26783026765317
Cafe A,cafe,31.4473531469648,74.26778173633993
KFC,fast_food,31.52748931980287,74.34944024632777
Unnamed Dining_Spots,fast_food,31.54540139279761,74.25570784903496
Unnamed Dining_Spots,restaurant,31.545411748743778,74.25556106087006
Lahore Organic Village,restaurant,31.490324241279495,74.3790520902152
Green Olive,restaurant,31.46875200420095,74.41141831964123
Unnamed Dining_Spots,restaurant,31.600289559578354,74.3198762694563
Offside Cafe,cafe,31.46916560783323,74.41256047345107
