name,amenity,lat,lon
Taipei Chinese Restaurant,restaurant,31.520337399999992,74.3519959
Unnamed Dining_Spots,cafe,31.520772999999995,74.35222019999999
Unnamed Dining_Spots,restaurant,31.5201582,74.3509203
Sumo,restaurant,31.519906699999993,74.3500352
Sweet Affairs Bakery Cafe,cafe,31.521301400000002,74.34910979999998
Veranda Bistro,restaurant,31.5204646,74.34865919999999
Yum Chinese & Thai,restaurant,31.521452300000004,74.3487182
English Tea House,cafe,31.521713,74.34882549999999
Lahore Chatkhara,restaurant,31.521283999999994,74.3515051
Burger Corner,fast_food,31.5213412,74.3514192
Cock N Bull (Pizza & Steak House),restaurant,31.481723800000005,74.3959226
Arcadian Café,cafe,31.5226637,74.34954169999999
Memories Fort Restaurant,restaurant,31.522383899999987,74.35668979999998
Sarhad Hotel,restaurant,31.521954,74.35726380000001
Sichuan Chinese Restaurant,restaurant,31.52224670000001,74.3543187
Cafe Nataliya,cafe,31.524806,74.35540229999998
Shalimar Tower Restaurant,restaurant,31.534190500000005,74.34345789999999
Naan Bun Paneer,restaurant,31.514212800000003,74.32808339999998
Alamode Cafe,cafe,31.538265499999998,74.371341
Nandos,restaurant,31.533726700000003,74.3623975
پیزا ہٹ,restaurant,31.533424899999993,74.3639801
Bundu Khan - Emporium Mall,restaurant,31.467674799999998,74.2651405
Mocca Coffee,cafe,31.4677331,74.26538759999998
Juiceland - Emporium Mall,fast_food,31.468127999999993,74.26644279999998
KFC - Emporium Mall,fast_food,31.46790100000001,74.2660995
Simply Sufi Express - Emporium Mall,restaurant,31.468026399999992,74.26663140000001
Chachajee - Emporium Mall,fast_food,31.467847999999996,74.26587499999998
Second Cup - Emporium Mall,cafe,31.467627999999998,74.26494179999999
The Kebab Shop - Emporium Mall,restaurant,31.467920300000003,74.26552649999999
مکڈونلڈز,fast_food,31.467973399999998,74.2657606
Cone Heads - Emporium Mall,restaurant,31.468001700000002,74.2658858
Platter Junction - Emporium Mall,restaurant,31.467893600000004,74.26540859999999
Arcadian Cafe Signature - Emporium Mall,restaurant,31.4677334,74.2646937
برگر کنگ,fast_food,31.4677985,74.26498189999998
Nando's,restaurant,31.507402399999993,74.3550346
Coffee Tea & Company,cafe,31.507011399999993,74.35422449999999
Cinnabon,fast_food,31.507043399999997,74.35347079999998
Chaye Kada,cafe,31.506972499999993,74.3533099
Galitos Flame Grilled Chicken,restaurant,31.506924499999993,74.3554235
Bar.B.Q. Tonight,restaurant,31.50686049999999,74.3556515
China Town,restaurant,31.5068536,74.35657409999999
Tierra Nuestra,restaurant,31.5073567,74.35651249999998
Udon House,restaurant,31.507619699999996,74.3544981
گلوریا جینز,cafe,31.507482500000002,74.3537069
Cafe Costa,cafe,31.507153199999998,74.3507457
Café Barbera,cafe,31.507176000000005,74.3506143
The Chocolate Room,cafe,31.506785000000008,74.34994640000001
Thai Express Way,restaurant,31.50607610000001,74.3497855
Bombay Chowpatty - Mall Of Lahore,restaurant,31.529249500000006,74.3788234
Nasib Biryani,restaurant,31.529334100000003,74.3767715
Karachi Master Biryani,restaurant,31.5198308,74.2913354
